Fecha,ODT,Categoría,Inspectores,Dirección
"2/6/2025, 3:05",1110,categ.denuncia,"accardi, figueroa",insp.san juan 08
"8/6/2025, 5:48",1140,categ.reinspeccion,"accardi, correa,alamo",direc.av.sarmiento 1301 esq.suipacha
"8/6/2025, 6:36",1142,categ.inspec.integral,"romano, cancino, pentucci",direc.chiclana 369
"8/6/2025, 6:36",1143,categ.insp.integral,,direc.chiclana esq.san lorenzo n/o
"8/6/2025, 6:40",1144,categ.insp.integral,"lencina,flores",direc.marcos paz esq.suipacha
"8/6/2025, 6:40",1145,categ.insp.integral,,direc.marcos paz esq. mitre n/e <se edito este mensaje.>
"8/6/2025, 7:14",1146,categ.insp.integral,"ibanez,diaz,vier",direc.chiclana esq.lamadrid s/o
"8/6/2025, 7:14",1147,categ.insp.integral,,direc.chiclana 567
"8/6/2025, 7:26",1148,categ insp.integral,"rivas,veliz",direc.bulnes 231
"8/6/2025, 7:26",1149,categ.insp.integral,,direc.bulnes 235
"8/6/2025, 7:32",1150,categ.reinspeccion,"accardi, nieva",direc.mendoza 831
"8/6/2025, 7:32",1151,categ.reinspeccion,,direc.salta 208 esq.mendoza
"9/6/2025, 8:39",1153,categ.reinspeccion,,direc.san lorenzo 102 <se edito este mensaje.>
"9/6/2025, 8:42",1154,categ.insp.integral,"pentucci, romano,cancino",direc.av mitre 819
"9/6/2025, 8:42",1155,categ.insp.integral,,direc.av mitre 835
"9/6/2025, 8:47",1156,categ.insp.integral,"paliza,correa,alamo",direc.bulnes 622
"9/6/2025, 8:47",1157,categ.insp.integral,,direc.bulnes 657
"9/6/2025, 8:52",1158,categ.insp.integral,"ibanez,diaz,vier",direc.av.mitre 815
"9/6/2025, 8:55",1159,categ.insp.integral,"rivas,veliz",direccion.av.mitre 883
"9/6/2025, 8:55",,,,
"9/6/2025, 8:57",1160,categ.reinspeccion,"flores,jerez,paliza",direc.corrientes 1493 esq.12 de octubre n/e
"9/6/2025, 8:57",1161,categ.reinspeccion,,direc.av.ejerc.del norte 599 esq.corrientes
"9/6/2025, 9:00",1162,categ.reinspeccion,"correa, cancino",direc.corrientes 2533
"9/6/2025, 9:02",1163,categ.reinspeccion,"pentucci,romano,soria",direc mendoza 2167
"9/6/2025, 9:05",1156,categ.ratificacion de clausura,"accardi,figueroa",direc.entre rios 334
"9/6/2025, 9:05",1166,categ.reinspeccion,,direc.cordoba 401
"9/6/2025, 9:10",1167,categ.insp.integral,"ibanez,diaz,vier",direc.av.mitre 120 al 140carniceria
"9/6/2025, 9:10",1168,categ.insp.integral,,direc.av.mitre 20 al 30 panificacion
"9/6/2025, 9:16",1169,categ.insp.integral,"rivas,segovia,veliz",direc.av.mitre 130 al 140 drugstore
"9/6/2025, 9:16",1170,categ.insp.integral,,direc.av.mitre esq.cordoba.. comestible
"0/6/2025, 10:03",1171,categ.insp.integral,lencina flores,direc crisost. alvarez 943/45
"0/6/2025, 10:03",1172,categ.insp.integral,,direc.crisostomo 930
"0/6/2025, 10:31",1173,categ.insp.integral,"paliza,jerez,romano",direc.av.mitre 601
"0/6/2025, 10:31",1174,categ.insp.integral,,direc.av mitre 501 l2
"0/6/2025, 10:38",1176,categ.insp.integral,,direc.crisost.alvarez esq.jujuy n/o
"0/6/2025, 10:44",1177,categ.ratificacion decomiso,"soria,correa",direc.av.america 2003
"0/6/2025, 10:44",1178,categ.ratificacion de clausura,,direc.av.america 2003
"0/6/2025, 10:49",1179,categ.reinspeccion,"accardi,nieva,figueroa",direc.lavalle 315
"0/6/2025, 10:49",1180,categ.denuncia,,direc.san juan 242
"0/6/2025, 10:49",1181,categ.inspeccion,,direccion.lavalle 602 esq.bs.as
"0/6/2025, 11:00",1182,categ.insp.integral,"rivas,veliz,segovia",direccion.av.alem  10 al 50
"0/6/2025, 11:00",1183,categ.insp.integral,,direccion.av.alem 50 al 80
"3/6/2025, 8:23",1254,categ. reinspeccion,"lencina, flores, jerez",direc.sarmiento 80
"3/6/2025, 8:23",1255,categ. reinspeccion,,direc. saenz pena 75
"3/6/2025, 8:31",1256,categ. insp. integral,"correa, pentucci. paliza",direc.san juan esq. salta n/e
"3/6/2025, 8:31",1257,categ. insp. integral,,direc.san juan esq. junin n/o
"3/6/2025, 8:44",1258,categ.insp.integral,"cancino, soria, alamo, romano",direc.san juan 551 l.2
"3/6/2025, 8:44",1259,categ. insp.. integral,,direc. san juan 433
"3/6/2025, 8:56",1260,categ.solicito insp.bromatologica,"accardi, figueroa",direc. lavalle 602
"3/6/2025, 9:04",1363,categ.insp.integral,"rivas, veliz, diaz",direc.san juan 27
"3/6/2025, 9:04",1264,categ.insp.integral,,direc.san juan 37 <se edito este mensaje.>
"3/6/2025, 9:09",1261,categ.insp.integral,"ibanez, segovia, vier",direc.san juan 201
"3/6/2025, 9:09",1261,categ.insp.integral,,direc.san juan 201
"4/6/2025, 6:10",1265,categ.ratificacion de clausura,"correa,paliza,pentucci",direc.mendoza 2167
"4/6/2025, 6:10",1266,categ.ratificacion de clausura,,direc.bulnes 606
"4/6/2025, 6:21",1267,categ.reinspeccion,"lencina, flores, jerez",direc.av.siria 2181
"4/6/2025, 6:24",1268,categ.insp.integral,"alamo, soria, romano",direc.san juan 2760
"4/6/2025, 6:24",1269,categ.insp.integral,,direc.san juan 2524
"4/6/2025, 6:38",1270,categ. denuncia,"accardi,nieva,figueroa",direc.diego de villarroel 1054
"4/6/2025, 6:38",1271,categ. denuncia,,direc.mendoza 399
"5/6/2025, 8:14",1272,categ.insp.integral,"segovia,ibanez,vier",direc.san juan 2409
"5/6/2025, 8:14",1273,categ.insp.integral,,direc.san juan 2434
"5/6/2025, 8:17",1274,categ.insp.integral,"rivas,veliz,diaz",direc.9 de julio 1306
"5/6/2025, 8:17",1275,categ.insp.integral,,direc.9 de julio 1350
"5/6/2025, 8:21",1276,categ.reinspeccion,"accardi,nieva,cabezas",direc.av.kirchner 2807
"5/6/2025, 8:21",1277,categ.ratificacion de clara,,direc.av.alem 645
"5/6/2025, 8:26",1278,categ.ratificacion de clausura,"lencina,flores,jerez",direc.av.avellaneda esq.honduras s/e
"5/6/2025, 8:26",1279,categ.inspeccion integral,,direc.av.sarmiento 941
"5/6/2025, 8:36",1280,categ.insp.integral,"alamo,romano,soria",direc.9 de julio 1434
"5/6/2025, 8:36",1281,categ.insp.integral,,direccion.9 de julio 1468
"5/6/2025, 8:40",1282,categ.insp. integral,"correa,paliza,pentucci",direc.av.sarmiento 1297
"5/6/2025, 8:40",1283,categ.ratificacion de clausura,,direc.av.belgrano 1510
"5/6/2025, 8:45",1286,categ.insp.integral,"rivas,veliz,diaz",direc.bulnes esq.av.belgrano
"5/6/2025, 8:45",1287,categ.insp.integral,,direc.bulnes esq.av.belgrano n/o
"6/6/2025, 7:59",1284,categ.insp.integral,"segovia,ibanez,vier",direc.9 de julio 1198 esq florida n/e
"6/6/2025, 7:59",1285,categ.insp.integral,,direc.9 de julio 1014
"6/6/2025, 8:04",1288,categ.denuncia en conjunto con salud ambiental,"accardi, figueroa",expte.170526/2025 presentado en la direc.de salud ambiental
"6/6/2025, 8:09",1289,categ.insp.integral,"lencina,flores,jerez",direc.bulnes esq.italia n/e
"6/6/2025, 8:09",1290,categ.insp.integral,,direc.bulnes esq.uruguay3198
"6/6/2025, 8:14",1291,categ.insp.integral,"pentucci,paliza,correa",direc.bulnes esq.ecuador s/e
"6/6/2025, 8:14",1292,categ.insp.integral,,direc.bulnes esq.colombia
"6/6/2025, 8:21",1293,categ.insp.integral,"soria,alamo,romano",direc.bulnes esq.zenon santillan
"6/6/2025, 8:21",1294,categ.insp.integral,,direc.bulnes 1471
"6/6/2025, 8:23",1293,,,
"6/6/2025, 9:04",1295,categ.insp.integral,"ibanez, segovia,vier",direc.bulnes 1629
"6/6/2025, 9:04",1296,categ.insp.integral,,direc.bulnes esq.chlile <se edito este mensaje.>
"6/6/2025, 9:07",1297,categ.insp.integral,"rivas,veliz,diaz",direc.bulnes 1463
"6/6/2025, 9:07",1298,categ.insp. integral,,direc.bulnes 1346
"9/6/2025, 8:58",1299,categ.ratif.de decomiso,"soria, jerez",direc.bulnes 665
"9/6/2025, 8:58",1300,categ.ratif.decomiso,,direc.prospero mena 484/90
"9/6/2025, 9:00",1301,categ. insp integral,"lencina, flores, paliza",direc.sarmiento 1387
"9/6/2025, 9:00",1302,categ.insp.integral,,direc.av sarmiento 1389
"9/6/2025, 9:20",1303,categ.insp.integral,"pentucci,alamo,romano",direc.san lorenzo 1184 panaderia
"9/6/2025, 9:20",1304,categ.insp.integral,,direc.san lorenzo 1184 minimarket
"9/6/2025, 9:35",1305,categ.insp. bromatologia,"accardi, figueroa",direc.munecas 424
"9/6/2025, 9:40",1306,categ.insp.integral,"ibanez,segovia,vier",direc.italia 1610 al 1630
"9/6/2025, 9:40",1307,categ.insp.integral,,1640 al 1660
"9/6/2025, 9:51",1308,categ.insp.integral,italia 1420 al 1440,
"9/6/2025, 9:51",1309,categ.insp.integral,,direc.italia 1630 al 1640
"0/6/2025, 4:23",1310,categ.insp.integral,"lencina,flores,paliza",direc.rondeau esq.pje.o'higgins s/e
"0/6/2025, 4:23",1311,categ.insp. integral,,direc.rondeau esq.libertad n/e
"0/6/2025, 4:27",1313,categ.insp.integral,,direc.rondeau 2189
"0/6/2025, 4:32",1314,categ.insp.integral,"alamo,jerez romano",direc.mate de luna 1528
"0/6/2025, 4:32",1315,,,direc.mate d luna 1502
"1/7/2025, 6:31",1316,categ.insp.integral,"rivas, ibanez veliz",
"1/7/2025, 6:31",1317,categ.insp.integral <se edito este mensaje.>,,
"1/7/2025, 6:37",1318,categ.insp.integral,"segovia,vier,diaz",direc.la plata esq. 9 de julio n/o
"1/7/2025, 6:37",1319,,,direc.la plata esq.9 de julio n/o
"1/7/2025, 6:44",1320,categ.insp.integral,"alamo, paliza, romano",direc.marcos paz 3899 esq.godoy cruz n/e
"1/7/2025, 6:44",1321,categ.insp.integral,,direc.belisario roldan706 esq.marcos paz
"1/7/2025, 6:50",1322,categ.insp.integral,"cancino,correa,pentucci",direc.av.independencia esq.rioja n/o
"1/7/2025, 6:50",1323,categ.insp.integral,,direc.av.independencia 1237
"1/7/2025, 7:00",1324,categ.reinspeccion,"accardi, flores, nieva",direc.25 de mayo 819
"1/7/2025, 7:00",1325,categ.reinspeccion,,direc.laprida 199
"1/7/2025, 7:03",1326,categ.ratificacion d decomiso,"jerez, soria",
"1/7/2025, 7:03",1327,categ.ratif.decomiso,,direc.bulnes 665 <se edito este mensaje.>
"1/7/2025, 10:36",1328,categ.insp.integral,"ibanez,rivas,veliz",direc.av.independencia 1297
"1/7/2025, 10:36",1329,categ.insp.integral,,direc.av.indep.1260
"1/7/2025, 10:41",1330,categ.insp.integral,"diaz,segovia,vier",direc.av.independencia esq.av.alem s/e
"1/7/2025, 10:41",1331,categ.insp.integral,,direc.av.independencia 1507
"2/7/2025, 10:16",1332,categ.denuncia,"accardi, soria",
"2/7/2025, 10:16",1334,categ. reinspeccion,,
"2/7/2025, 10:29",1335,categ.ratif.clausura,"jerez,flores,paliza",direcav.alem 645
"2/7/2025, 10:29",1336,categ.ratific.de clausura,,direc.9 de julio 1434
"2/7/2025, 10:32",1337,categ.insp.integral,"cancino,pentucci",direc.av.independencia1500 al 1510
"2/7/2025, 10:32",1338,categ.insp.integral,,direc.av.independencia 1530 al 1560
"2/7/2025, 10:36",1339,categ.insp.integral,"romano, correa",direc.mate de lina esq.miguel lillo s/o
"2/7/2025, 10:36",1340,categ.insp.integral,,direc.mate de luna 1528
"2/7/2025, 10:40",1343,categ.insp.integral,"rivas,veliz, ibanez",direc.moreno 846
"2/7/2025, 10:40",1344,categ.insp.integral,,direc.moreno 847
"3/7/2025, 9:49",1341,categ.insp.integral,"segovia,vier,diaz",direc.san martin esq.juan l nouguez n/o
"3/7/2025, 9:49",1342,categ.insp.integral,,direc.san martin esq.juan l nouguez s/o
"3/7/2025, 9:54",1345,categ.verificar e informar,"accardi, nieva, avila",direc.laprida 351
"3/7/2025, 9:54",1346,categ.denuncia,,direc.av.sarmiento 100 esq.monteagudo
"3/7/2025, 10:01",1347,categ.reinsp.,"lencina,flores,paliza",direc.santa fe 396 esq.laprida s/e
"3/7/2025, 10:01",1348,categ.reinspeccion,,direc.maipu 510/12 <se edito este mensaje.>
"3/7/2025, 10:09",1349,categ.insp.integral,"correa,cancino,alamo",direc.congreso esq.24 de septiembre s/e
"3/7/2025, 10:09",1350,categ.insp.integral,,direc.congreso 28
"3/7/2025, 10:15",1351,categ.insp.integral,"romano,pentucci",direc.congreso 85
"3/7/2025, 10:15",1352,categ.insp.integral,,direc.congreso esq.san lorenzo n/e
"3/7/2025, 10:21",1353,categ.ratificacion de clausura,"jerez, soria",direc.necochea 628
"3/7/2025, 10:21",1354,categ.denuncia,,direc.don bosco 2828
"3/7/2025, 10:25",1357,categ.insp.integral,"segovia,vier,diaz",direc.congreso 286
"3/7/2025, 10:25",1358,categ.insp.integral,,direc.congreso 302 esq.piedras s/e
"7/7/2025, 1:00",1359,categ.reinspeccion,"accardi,lencina,jerez",direc.chacabuco 1013
"7/7/2025, 1:02",1360,categ.insp.integral,"correa,cancino,alamo",direc.congreso 320
"7/7/2025, 1:02",1361,categ.insp.integral,,direc.congreso 365
"7/7/2025, 1:27",1362,categ.insp.integral,"romano, pentucci",direc. bs.as 701
"7/7/2025, 1:27",1363,categ.insp.integral,,direc.bs.aires 1279 <se edito este mensaje.>
"7/7/2025, 1:33",1364,categ.insp.integral,"soria,paliza",direc.bs.aires 1318
"7/7/2025, 1:33",1366,categ.insp.integral,,direc.bs.aires 1154
"7/7/2025, 1:40",1367,categ.insp.integral,"ibanez, rivas,veliz",direc.congreso 85
"7/7/2025, 1:40",1368,categ.insp.integral,,direc.congreso 391
"7/7/2025, 2:43",1369,categ.denuncia,"segovia, vier, diaz",direc.don bosco 2828
"7/7/2025, 4:32",1372,categ.insp.integral,"pentucci,jerez,cancino",direc.monteagudo2424
"7/7/2025, 4:32",1373,categ.insp.integral,,direc.monteagudo esq.fco.d aguirre s/e
"7/7/2025, 4:52",1374,categ.insp.integral,"correa,paliza, romano",direc.rivadavia esq.uruguay n/e carnicer
"7/7/2025, 4:52",1375,,,direc.rivadavia 2067 polleria
"7/7/2025, 4:57",1370,categ.insp.integral,"lencina,flores",direc.9 de julio 1306
"7/7/2025, 4:57",1371,categ.insp.integral,,direc.entre rios 1047
"7/7/2025, 9:25",1376,categ.insp.bromatol,"accardi, figueroa",direc.lavalle 602
"0/7/2025, 8:02",1377,categ.insp.integral,"rivas, vier",direc.entre rios esq.lavalle s/e
"0/7/2025, 8:02",1378,categ.insp.integral,,direc.entre rios esq.av. roca n/e
"0/7/2025, 8:11",1379,categ.insp.integral,"correa, romano",direc.entre rios esq.manuela pedraza s/o (carniceria)
"0/7/2025, 8:11",1380,categ.insp.integral,,direc.entre rios 1495 (carniceria)
"0/7/2025, 8:17",1381,categ.verificar e informar,"lencina, flores",direc.san juan 33/35 expte.12830/2025
"0/7/2025, 8:17",1382,categ.verificar e informar.,,direc.alvarez condarco 397 expte.12874/2025
"0/7/2025, 8:25",1383,categ.insp.integral,"pentucci, cancino",direc.las heras 60 (polleria)
"0/7/2025, 8:25",1384,categ.insp.integral,,direc.las heras esq.piedras (carniceria)
"0/7/2025, 8:35",1385,categ. insp.transporte,"accardi, figueroa",direc.santa fe 1261
"0/7/2025, 8:43",1386,categ.insp.integral,,direc.rivadavia 1594 (carniceria)
"0/7/2025, 8:43",1387,categ.insp.integral,,direc.rivadavia 1952 (polleria)
"0/7/2025, 8:53",1388,categ.verificar y/o ratificar clausura,"lencina, flores,jerez",direc.av.independencia esq.la rioja n/o
"0/7/2025, 9:06",1389,categ.verificar e informar,"cancino, paliza",direc.av.sarmiento 1389
"0/7/2025, 9:06",1390,categ.insp.integral,,direc.av.salta esq.san juan s/o (carniceria)
"0/7/2025, 9:20",1391,categ .insp.integral,"correa, pentucci, romano",direc.rivadavia esq.delfin gallo s/o (carniceria)
"0/7/2025, 9:20",1392,categ.rivadavia 2198 esq.delfin gallo (carniceria),,
"0/7/2025, 9:30",1393,categ.insp.transporte,"accardi,nieva,figueroa",direc.santa fe 1291
"0/7/2025, 9:30",1394,categ.verificar e informar,,direc.san juan 242
"0/7/2025, 9:30",1395,categ.verificar e informar,,direc.mendoza 399
"0/7/2025, 9:39",1396,categ.insp.integral,"rivas, vier",direc.las heras esq.matheu s/o (carniceria)
"0/7/2025, 9:39",1397,categ.insp.integral,,direc.las heras esq.rondeau (polleria)
"2/7/2025, 11:40",1401,categ.verificar e informar,lencina flores,direc.san juan 433
"2/7/2025, 11:42",1402,categ.verificar e informar,"paliza, cancino",direc. av.ejercito del norte 502
"2/7/2025, 11:45",1403,categ.insp.integral,"correa, pentucci,romano",direc laprida 1198
"2/7/2025, 11:48",1404,categ.insp.integral,"accardi, nieva, figueroa",direc.laprida 209 al 215
"2/7/2025, 11:53",1405,categ.insp.integral,"rivas, vier",direc.laprida1610 al 1620 polleria
"2/7/2025, 11:53",1406,,,direc.laprida 1700 al 1710
"1/7/2025, 8:13",1425,categ.insp.integral,"lencina, flores,correa",direc.munecas 1891
"1/7/2025, 8:13",1426,categ.insp.integral,,direc.munecas 1769
"1/7/2025, 8:20",1427,categ.insp.integral,"paliza,alamo,soria",direc.25 de mayo 1697
"1/7/2025, 8:20",1428,categ.insp.integral,,direc.25 d mayo 1808
"1/7/2025, 8:50",1429,categ.insp.integral,"pentucci,romano,jerez",direc.9 de julio 1310
"1/7/2025, 8:50",1430,categ.insp.integral,,direc.9 de julio 1681
"1/7/2025, 9:06",1431,categ.insp. bromatologia,"accardi, figueroa",direc.felix d olazabal 1563
"1/7/2025, 9:06",1432,categ.verificar e informar,,direc.asuncion 629
"1/7/2025, 9:06",1433,categ.verificar e informar,,direc.bulnes esq.colombia
"1/7/2025, 9:12",1434,categ.insp.integral,"ibanez, segovia,diaz",direc.munecas 1308
"1/7/2025, 9:12",1435,categ.insp.integral,,direc.munecas 1400 esq.bolivia
"1/7/2025, 9:16",1436,categ.insp.integral,"rivas,veliz,vier",direc.9 d julio esq.malabia s/o
"1/7/2025, 9:16",1437,categ.insp.integral,,direc.9 d julio 849
"2/7/2025, 7:52",1438,categ.insp.ingegral,"lencina,flores,jerez",direc.la plata 505
"2/7/2025, 7:52",1439,categ.insp.integral,,direc.marina alfaro 1087
"2/7/2025, 7:57",1440,categ.insp.integral,"paliza,alamo,soria",direc.munecas 1891
"2/7/2025, 7:57",1441,categ.insp.integral,,direc.munecas 1769
"2/7/2025, 8:03",1442,categ.insp.integral,"pentucci, romano,jerez",direc.maipu esq.santiago n/e
"2/7/2025, 8:03",1443,categ.insp.integral,,direc.maipu esq.bolivia s/e
"2/7/2025, 8:13",1444,categ.denuncia en conjunto con salud ambiental,"accardi, figueroa",direc.laprida 181
"2/7/2025, 9:23",1445,categ.insp.integral,"ibanez, segovia,diaz",direc.av.siria esq.chile
"2/7/2025, 9:23",1446,,,direc.av.siria esq.italia n/o
"2/7/2025, 9:28",1447,categ.insp.integral,"rivas,veliz,vier",direc.ayacucho esq.lamadrid s/o
"2/7/2025, 9:28",1448,categ.insp.integral,,direc. ayacucho306
"3/7/2025, 4:06",1450,categ.insp.integral,,direc.jujuy esq.crisostomo 890/900
"3/7/2025, 4:09",1451,categ.insp.integral,"paliza,alamo,soria",direc.junin 61
"3/7/2025, 4:09",1452,categ.insp.integral,,direc.maipu esq.colombia s/e <se edito este mensaje.>
"3/7/2025, 4:12",1453,categ.insp.integral,"pentucci,romano,jerez",direc.chacabuco 396
"3/7/2025, 4:12",1454,categ.insp.integral,,direc.chacabuco 1481
"3/7/2025, 4:15",1455,categ.denuncia,"accardi,cancino,figueroa",direc.don bosco 1686
"3/7/2025, 4:15",1456,categ.denuncia,,direc.patricias argentinas y don bosco 4100
"5/7/2025, 12:45",1457,categ.insp.integral,"ibanez,segovia,diaz",direc.ayacucho esq.matheu n/o
"5/7/2025, 12:45",1458,categ.insp.integral,,direc.bs.as esq.matheu n/o
"5/7/2025, 12:49",1459,categ.insp.integral,"rivas,veliz,vier",direc.av.siria 1804 esq.colombia
"5/7/2025, 12:49",1460,categ.insp.integral,,direc.av.siria 1904 esq.venezuela
"5/7/2025, 12:55",1461,categ.insp.integral,"pentucci,romano,jerez",direc.jujuy esq.plata s/e
"5/7/2025, 12:55",1462,categ.insp.integral,,
"5/7/2025, 1:02",1463,categ.verificar e informar,"lencina,flores,correa",direc.25 de mayo 599
"5/7/2025, 1:02",1464,categ.verificar e informar,,direc.san juan 242
"5/7/2025, 1:05",1465,categ.insp.integral,"paliza,alamo",insp.la rioja 419
"5/7/2025, 1:05",1466,categ.insp.integral,,direc.la rioja 327 <se edito este mensaje.>
"5/7/2025, 1:17",1467,categ.insp.integral,"soria,cancino",direc.av.siria 1297
"5/7/2025, 1:17",1468,categ.insp.integral,,direc.av.siria 1941
"5/7/2025, 1:19",1469,categ.reinspeccion,"accardi,figueroa",direc.mendoza 401 esq.laprida
"5/7/2025, 1:19",1470,categ.reinspeccion,,direc.av.avellaneda 399
"5/7/2025, 1:19",1471,categ.denuncia,,direc.av.avellaneda 512 <se edito este mensaje.>
"5/7/2025, 1:32",1472,categ.insp.integral,"diaz,ibanez,segovia",direc.jujuy 202
"5/7/2025, 1:32",1473,categ.insp.integral,,direc.maipu 2470
